Codigo Parcelamento;Id Divida
0235985;164113639
0236048;164113640
0236055;162600653
0236056;164113641
0236059;164113642
0236081;164113643
0236084;164113644
0236096;164113645
0236103;164113646
0236125;164113647
0236131;164113648
0236139;164113649
0236144;162600742
0236145;164113650
0236153;164113651
0236154;164113652
0236193;164113653
0236205;164113654
0236211;164113655
0236218;164113656
0236245;164113657
0236275;164113658
0236301;164113739
0236355;164113740
0236375;164113741
0236414;164113742
0236433;164113743
0236495;164113744
0236500;162600898
0236585;164113745
0236589;164113746
0236617;164113747
0236618;163845789
0236625;164113748
0236627;164113749
0236638;164113750
0236655;164113751
0236657;164113752
0236669;164113753
0236681;164113754
0236685;164113755
0236688;164113756
0236691;162601017
0236707;164113757
0236732;164113758
0236758;164113819
0236767;164113820
0236777;164113821
0236820;164113822
0236854;164113823
0236862;164113824
0236865;164113825
0236887;164113826
0236926;162601320
0236988;164113827
0237034;164113828
0237035;162601331
0237036;164113829
0237037;164113830
0237098;164113831
0237153;164113832
0237179;164113833
0237187;164113834
0237198;164113835
0237203;164113836
0237210;164113837
0237223;164113838
0237232;164113979
0237259;164113980
0237287;164113981
0237289;164113982
0237293;164113983
0237294;164113984
0237315;164113985
0237317;164113986
0237328;164113987
0237345;162601661
0237353;162601662
0237361;162601663
0237363;164113988
0237370;162601664
0237374;163994719
0237431;163994720
0237438;163994721
0237443;163994722
0237463;163994723
0237465;163994724
0237468;163994725
0237534;163994726
0237542;163994727
0237599;163994728
0237605;163994729
0237606;163994730
0237611;163994731
0237630;163994732
0237661;163994733
0237667;163994734
0237672;163994735
0237691;163994736
0237692;163994737
0237708;163994738
0237746;163994819
0237757;163994820
0237764;163994821
0237795;162601965
0237811;163994822
0237818;163994823
0237820;163994824
0237827;163994825
0237866;163994826
0237873;163994827
0237883;163994828
0237890;163994829
0237899;163994830
0237905;163994831
0237908;163994832
0237910;163994833
0237912;163994834
0237913;163994835
0237914;162601977
0237923;163994836
0237927;163994837
0237955;163994838
0237959;163994939
0237960;163994940
0237962;163994941
0237986;163994942
0238003;163994943
0238012;163994944
0238023;162602108
0238024;163994945
0238033;163994946
0238050;163994947
0238051;163994948
0238059;163994949
0238066;162602112
0238069;163994950
0238078;163994951
0238082;162602114
0238096;163994952
0238103;163994953
0238110;163994954
0238115;163994955
0238117;163994956
0238146;163994957
0238149;163994958
0238151;163995079
0238162;163995080
0238170;163995081
0238172;163995082
0238178;163995083
0238181;163995084
0238193;163995085
0238198;162602225
0238199;163995086
0238204;163995087
0238205;163995088
0238215;163995089
0238222;163995090
0238224;163995091
0238225;163995092
0238232;163995093
0238248;163995094
0238258;163995095
0238261;163995096
0238269;163995097
0238270;163995098
0238275;163995199
0238284;163995200
0238285;163995201
0238295;162602234
0238317;162602236
0238321;163995202
0238363;163995203
0238367;163995204
0238368;162602341
0238386;163995205
0238389;163995206
0238391;163995207
0238395;163995208
0238397;163995209
0238406;162602345
0238407;163995210
0238414;162602346
0238445;163995211
0238464;163995212
0238468;163995213
0238472;163995214
0238480;163995215
0238490;162602354
0238505;163995216
0238519;163995217
0238526;163995218
0238537;163995299
0238545;163995300
0238557;163995301
0238581;163995302
0238582;163995303
0238584;163995304
0238587;163995305
0238597;162602504
0238599;163995306
0238604;163995307
0238609;163995308
0238627;162602507
0238658;163995309
0238674;163995310
0238706;163995311
0238711;163995312
0238741;163995313
0238746;163995314
0238760;163995315
0238769;163995316
0238775;162602642
0238785;163995317
0238788;163995318
0238793;163995439
0238796;163995440
0238805;162602645
0238808;163995441
0238845;163995442
0238852;163995443
0238857;163995444
0238863;163995445
0238881;163995446
0238901;163995447
0238918;163995448
0238929;162602657
0238944;163995449
0238946;163995450
0238961;162474621
0238972;163995451
0238987;163995452
0239000;163995453
0239010;163967120
0239011;162474626
0239014;163995454
0239016;163995455
0239021;163995456
0239042;163995457
0239073;163995458
0239076;163995579
0239077;163995580
0239083;163995581
0239090;163995582
0239122;163995583
0239125;163995584
0239138;163995585
0239139;163995586
0239147;163995587
0239165;163995588
0239189;163995589
0239262;163995590
0239285;163995591
0239287;163995592
0239302;163995593
0239305;162474675
0239314;163995594
0239327;163995595
0239331;163995596
0239338;163995597
0239358;163995598
0239367;163995719
0239384;163967740
0239395;163995720
0239429;162474707
0239433;163995721
0239440;163995722
0239456;163995723
0239478;163995724
0239483;163995725
0239484;163995726
0239496;162474714
0239503;163995727
0239557;163995728
0239593;162474764
0239595;163995729
0239604;163995730
0239605;163995731
0239623;162474767
0239627;163995732
0239633;163995733
0239637;163995734
0239650;163995735
0239655;163995736
0239659;163995737
0239660;163995738
0239681;163995839
0239685;163995840
0239706;163995841
0239707;163995842
0239722;163995843
0239741;163995844
0239744;163995845
0239761;163995846
0239766;163995847
0239767;163995848
0239791;163995849
0239819;163968352
0239828;162474787
0239831;163995850
0239848;163995851
0239854;163995852
0239855;163995853
0239864;163995854
0239866;163995855
0239892;163995856
0239895;162474794
0239908;163995857
0239929;163995858
0239930;163995959
0239932;163995960
0239941;162474819
0239953;163995961
0239997;163995962
0240041;163995963
0240054;163995964
0240055;163995965
0240077;163995966
0240089;163995967
0240109;162474833
0240145;163995968
0240163;163995969
0240179;163995970
0240192;162474881
0240203;163995971
0240208;163995972
0240215;163995973
0240222;162474884
0240236;163995974
0240247;163995975
0240270;163995976
0240274;163995977
0240281;162474889
0240310;163995978
0240318;163996119
0240334;163996120
0240343;163996121
0240347;163996122
0240362;162474897
0240364;163996123
0240369;163996124
0240373;163996125
0240384;163996126
0240394;163996127
0240409;163996128
0240420;163996129
0240421;163996130
0240425;163996131
0240436;163996132
0240445;163996133
0240452;163996134
0240465;163996135
0240466;163967260
0240470;163996136
0240476;163996137
0240482;163996138
0240495;163996279
0240496;163996280
0240498;163996281
0240502;163996282
0240507;163996283
0240518;163996284
0240527;163996285
0240581;163996286
0240583;162474979
0240585;163996287
0240591;162474980
0240594;163967276
0240602;163996288
0240610;163996289
0240615;163996290
0240633;163996291
0240638;163996292
0240643;163996293
0240685;163996294
0240697;163967488
0240700;163996295
0240703;163996296
0240709;163996297
0240723;163959699
0240747;163959700
0240753;162474996
0240763;163959701
0240774;163959702
0240777;163959703
0240784;163959704
0240815;163959705
0240827;163959706
0240840;163959707
0240844;163959708
0240855;163959709
0240863;163959710
0240891;163959711
0240894;163959712
0240909;163959713
0240920;163959714
0240932;163959715
0240935;163959716
0240943;163959717
0240955;163959718
0240980;163959839
0240989;163959840
0241002;163959841
0241012;163959842
0241021;163959843
0241026;163959844
0241036;163959845
0241046;163959846
0241048;163959847
0241059;162475085
0241073;163959848
0241078;163959849
0241093;163959850
0241132;163959851
0241140;163959852
0241156;162475095
0241161;163959853
0241164;162475096
0241168;163959854
0241174;163959855
0241181;163959856
0241213;163959857
0241237;162475143
0241243;163959858
0241244;163959979
0241254;163959980
0241296;162475149
0241299;163959981
0241325;163959982
0241334;162475153
0241338;163959983
0241343;163959984
0241357;163959985
0241377;162475157
0241408;163959986
0241423;162475202
0241456;163959987
0241488;163959988
0241496;163959989
0241511;163959990
0241520;162475212
0241529;163959991
0241558;163959992
0241574;163959993
0241576;163959994
0241601;162475240
0241609;163959995
0241624;163959996
0241625;163959997
0241636;162475243
0241659;163959998
0241660;162475246
0241688;163960119
0241722;163960120
0241743;163960121
0241745;163960122
0241756;163960123
0241760;163960124
0241770;163960125
0241779;163960126
0241780;163960127
0241781;163960128
0241809;163960129
0241858;163960130
0241886;163960131
0241893;163960132
0241899;163960133
0241900;163960134
0241909;163960135
0241948;163960136
0241952;163960137
0241960;163960138
0241989;162475298
0241996;163960259
0242004;162600940
0242006;163960260
0242016;163960261
0242017;163960262
0242024;163960263
0242025;163960264
0242038;163960265
0242040;163960266
0242053;163960267
0242054;163960268
0242060;163960269
0242080;162600948
0242102;163960270
0242140;163960271
0242141;163960272
0242149;163960273
0242172;163960274
0242176;163960275
0242213;163960276
0242215;163960277
0242227;163960278
0242229;163960379
0242231;163960380
0242240;163960381
0242254;163960382
0242268;162601066
0242272;163960383
0242275;163960384
0242282;163960385
0242296;163960386
0242345;163960387
0242352;163960388
0242364;163960389
0242365;162601076
0242373;162601077
0242381;162601078
0242386;163960390
0242402;163960391
0242404;163960392
0242413;163960393
0242418;163960394
0242432;163960395
0242454;162601225
0242455;163960396
0242460;163960397
0242468;163960398
0242476;163960539
0242477;163960540
0242486;163960541
0242490;163960542
0242495;163960543
0242498;163960544
0242500;162601230
0242501;163960545
0242542;163960546
0242549;163960547
0242550;163960548
0242556;163960549
0242565;163960550
0242592;163960551
0242616;162601421
0242624;162601422
0242626;163960552
0242638;163960553
0242643;163960554
0242648;163960555
0242650;163960556
0242655;163960557
0242656;163960558
0242657;163960639
0242660;163960640
0242676;163960641
0242678;163960642
0242679;163960643
0242692;163960644
0242705;162601430
0242716;163960645
0242724;163960646
0242742;163960647
0242751;163960648
0242769;163960649
0242770;163960650
0242772;162601437
0242775;163960651
0242776;163960652
0242778;163960653
0242793;163960654
0242800;163960655
0242804;163960656
0242814;163960657
0242823;163960658
0242824;163960739
0242828;163960740
0242848;163960741
0242850;163960742
0242856;163960743
0242857;163960744
0242863;163960745
0242873;163960746
0242877;163960747
0242886;163960748
0242895;163960749
0242912;163960750
0242914;163960751
0242920;163960752
0242921;163960753
0242922;163960754
0242923;163960755
0242941;163960756
0242943;163960757
0242944;163960758
0242946;163960899
0242952;163960900
0242965;163960901
0242969;162601596
0242974;163960902
0242978;163960903
0242980;163960904
0242986;163960905
0242992;163960906
0243000;162601760
0243001;163960907
0243019;162601761
0243020;163960908
0243035;162601763
0243038;163960909
0243046;163960910
0243049;163960911
0243054;163960912
0243065;163960913
0243071;163960914
0243082;163960915
0243085;163960916
0243088;163960917
0243099;163960918
0243101;163960999
0243108;162601770
0243113;163961000
0243129;163961001
0243151;163961002
0243156;163961003
0243171;163961004
0243180;163961005
0243186;163961006
0243189;163961007
0243200;163961008
0243201;163961009
0243218;163961010
0243226;163961011
0243240;163961012
0243242;163961013
0243246;163961014
0243248;162601904
0243249;163961015
0243250;163961016
0243272;162601907
0243293;163961017
0243295;163961018
0243308;163961139
0243309;163961140
0243310;162601911
0243317;163961141
0243328;163961142
0243332;163961143
0243343;163961144
0243352;163961145
0243356;163961146
0243373;163961147
0243380;163961148
0243385;163961149
0243400;163961150
0243427;163961151
0243434;162602002
0243454;163961152
0243462;163961153
0243468;163961154
0243469;162602005
0243471;163961155
0243487;163961156
0243499;163961157
0243505;163961158
0243526;163961319
0243527;163961320
0243532;163961321
0243553;163961322
0243555;163961323
0243572;163961324
0243595;163961325
0243596;163961326
0243598;163961327
0243623;163961328
0243674;163961329
0243681;163961330
0243682;163961331
0243683;163961332
0243694;163961333
0243703;163961334
0243704;163961335
0243714;163961336
0243728;162602150
0243731;163961337
0243750;163961338
0243751;163961519
0243789;163961520
0243799;163961521
0243804;163867239
0243809;162602158
0243810;163867240
0243812;163867241
0243815;163867242
0243827;163867243
0243829;163867244
0243830;163867245
0243831;163867246
0243835;163867247
0243836;163867248
0243839;163867249
0243883;163867250
0243903;163867251
0243906;162602288
0243910;163867252
0243911;163867253
0243913;163867254
0243988;163867255
0244018;163867256
0244020;163867257
0244054;163867258
0244065;163867339
0244089;163867340
0244108;163867341
0244138;163867342
0244139;162602431
0244162;163867343
0244171;162602435
0244186;163867344
0244192;163867345
0244253;163867346
0244272;163867347
0244276;163867348
0244292;163867349
0244306;163867350
0244356;163867351
0244369;163867352
0244375;163867353
0244385;163867354
0244416;163867355
0244429;163867356
0244460;163867357
0244467;163867358
0244471;163867499
0244475;163867500
0244529;163867501
0244573;163867502
0244584;163867503
0244585;163867504
0244607;163867505
0244628;163867506
0244638;163867507
0244711;163867508
0244735;163867509
0244741;163867510
0244760;163867511
0244764;163867512
0244783;162602875
0244784;163867513
0244786;163867514
0244828;163867515
0244877;163867516
0244889;163867517
0244907;163867518
0244917;163867599
0244918;163867600
0244929;162602969
0244933;163867601
0244952;163867602
0244967;163867603
0244975;163867604
0244986;163867605
0244995;163867606
0245016;163867607
0245025;163867608
0245030;163867609
0245031;163867610
0245039;163867611
0245043;163867612
0245046;162966441
0245047;163867613
0245068;163867614
0245070;162966444
0245073;163867615
0245077;163867616
0245111;163867617
0245120;163867618
0245129;163867699
0245134;163867700
0245138;163867701
0245140;163867702
0245177;163867703
0245193;163867704
0245201;163867705
0245203;163867706
0245211;163867707
0245218;163867708
0245224;162966579
0245232;162966580
0245235;163867709
0245239;163867710
0245256;163867711
0245290;163867712
0245306;163867713
0245309;163867714
0245310;163867715
0245324;163867716
0245329;163867717
0245338;163867718
0245363;163867839
0245366;163867840
0245383;163867841
0245395;163867842
0245396;163867843
0245397;163867844
0245422;163867845
0245427;163867846
0245452;163867847
0245457;163867848
0245460;163867849
0245464;163867850
0245480;163867851
0245490;163867852
0245514;163867853
0245521;163867854
0245522;163867855
0245537;163867856
0245539;163867857
0245543;163867858
0245546;163867959
0245553;163867960
0245565;163867961
0245567;163867962
0245581;163867963
0245582;163867964
0245589;163867965
0245601;163867966
0245606;163867967
0245607;162966717
0245616;163867968
0245622;163867969
0245653;163867970
0245655;163867971
0245665;163867972
0245671;163867973
0245675;163867974
0245681;163867975
0245682;162966865
0245699;163867976
0245704;162966867
0245718;163867977
0245722;163867978
0245729;163868119
0245730;163868120
0245734;163868121
0245743;163868122
0245744;163868123
0245751;163868124
0245752;163868125
0245755;162966872
0245756;163868126
0245761;163868127
0245763;162966873
0245767;163868128
0245773;163868129
0245774;163868130
0245786;163868131
0245792;163868132
0245796;163868133
0245799;163868134
0245810;162966878
0245822;163868135
0245823;163868136
0245829;163868137
0245853;163868138
0245855;163868239
0245864;163868240
0245868;163868241
0245893;163868242
0245896;163868243
0245912;163868244
0245916;163868245
0245925;162967009
0245929;163868246
0245933;162967010
0245951;163868247
0245952;163868248
0245954;163868249
0245966;163868250
0245973;163868251
0245987;163868252
0245988;163868253
0245999;163868254
0246007;163868255
0246014;163868256
0246025;163868257
0246043;163868258
0246063;163868359
0246069;162967103
0246070;163868360
0246073;163868361
0246074;163868362
0246075;163868363
0246081;163868364
0246088;163868365
0246089;163868366
0246096;163868367
0246100;163868368
0246104;163868369
0246108;163868370
0246110;163868371
0246119;163868372
0246120;163868373
0246123;162967109
0246129;163868374
0246131;162967110
0246139;163868375
0246142;163868376
0246155;163868377
0246166;162967113
0246171;163868378
0246172;163868499
0246174;162967114
0246184;163868500
0246185;163868501
0246186;163868502
0246187;163868503
0246190;162967116
0246192;163868504
0246215;163868505
0246218;163868506
0246220;162967219
0246221;163868507
0246222;163868508
0246236;163868509
0246248;163868510
0246253;163868511
0246255;162967222
0246262;163868512
0246272;163868513
0246276;163868514
0246284;163868515
0246299;163868516
0246300;163868517
0246310;162967228
0246313;163868518
0246322;163868699
0246327;163868700
0246333;163868701
0246336;162967230
0246349;163868702
0246350;163868703
0246353;163868704
0246356;163868705
0246367;163868706
0246369;163868707
0246394;163868708
0246396;163868709
0246404;163868710
0246413;163868711
0246424;163868712
0246433;162967340
0246435;163868713
0246441;162967341
0246453;163868714
0246459;163868715
0246463;163868716
0246469;163868717
0246481;163868718
0246482;163868799
0246488;163868800
0246489;163868801
0246509;163868802
0246530;162967350
0246531;163868803
0246534;163868804
0246539;163868805
0246571;163868806
0246580;163868807
0246631;163868808
0246632;163868809
0246643;163868810
0246644;163868811
0246650;163868812
0246655;163868813
0246666;163868814
0246674;163868815
0246684;163868816
0246687;163868817
0246694;163868818
0246703;163868939
0246749;163868940
0246755;163868941
0246765;163868942
0246775;163868943
0246778;163868944
0246781;163868945
0246782;163868946
0246787;163868947
0246796;164113479
0246799;164113480
0246800;164113481
0246807;164113482
0246819;164113483
0246834;164113484
0246841;164113485
0246854;164113486
0246855;164113487
0246869;164113488
0246927;164113489
0246949;164113490
0400003;164113491
0400004;164113492
0400025;162623964
0400026;164113493
0400027;164113494
0400030;164113495
0400031;164113496
0400032;164113497
0400033;162623965
0400038;164113498
0400039;164113519
0400041;162623966
0400042;164113520
0400045;164113521
0400046;164113522
0400047;164113523
0400048;164113524
0400049;164113525
0400060;164113526
0400061;164113527
0400062;164113528
0400064;164113529
0400066;164113530
0400067;164113531
0400071;164113532
0400072;164113533
0400074;164113534
0400079;164113535
0400080;164113536
0400087;164113537
0400088;164113538
0400090;164113559
0400091;164113560
0400095;164113561
0400096;164113562
0400110;164113563
0400112;164113564
0400113;164113565
0400114;162623973
0400115;164113566
0400117;164113567
0400118;164113568
0400119;164113569
0400120;164113570
0400121;164113571
0400125;164113572
0400128;164113573
0400137;164113574
0400139;164113575
0400140;164113576
0400141;164113577
0400142;164113578
0400143;164113579
0400154;164113580
0400155;164113581
0400156;164113582
0400157;162623977
0400158;164113583
0400159;164113584
0400160;164113585
0400161;164113586
0400162;164113587
0400166;164113588
0400167;164113589
0400168;164113590
0400169;164113591
0400171;164113592
0400173;162624059
0400174;164113593
0400175;164113594
0400176;164113595
0400177;164113596
0400178;164113597
0400180;164113598
0400182;164113619
0400184;164113620
0400185;164113621
0400187;164113622
0400189;164113623
0400190;162624061
0400191;164113624
0400200;164113625
0400201;164113626
0400205;164113627
0400206;164113628
0400207;164113629
0400209;164113630
0400210;164113631
0400219;164113632
0400220;162624063
0400221;164113633
0400233;164113634
0400239;164113635
0400241;164113636
0400242;164113637
0400244;164113638
0400245;164113659
0400246;162624065
0400248;164113660
0400249;164113661
0400250;164113662
0400253;164113663
0400254;162624066
0400255;164113664
0400256;164113665
0400258;164113666
0400259;164113667
0400269;164113668
0400270;162624068
0400278;164113669
0400281;164113670
0400291;164113671
0400293;164113672
0400324;164113673
0400327;162624073
0400328;164113674
0400331;164113675
0400333;164113676
0400335;162624074
0400341;164113677
0400342;164113678
0400345;164113719
0400346;164113720
0400347;164113721
0400348;164113722
0400352;164113723
0400355;164113724
0400356;164113725
0400364;164113726
0400366;164113727
0400367;164113728
0400368;164113729
0400369;164113730
0400371;164113731
0400372;164113732
0400376;164113733
0400382;164113734
0400386;162624159
0400389;164113735
0400391;164113736
0400392;164113737
0400393;164113738
0400411;164113799
0400412;164113800
0400414;164113801
0400415;164113802
0400422;164113803
0400423;164113804
0400424;162624163
0400425;164113805
0400426;164113806
0400428;164113807
0400429;164113808
0400430;164113809
0400433;164113810
0400438;164113811
0400439;164113812
0400441;164113813
0400443;164113814
0400445;164113815
0400448;164113816
0400449;164113817
0400450;164113818
0400453;164113839
0400455;164113840
0400456;164113841
0400459;162624166
0400460;164113842
0400462;164113843
0400463;164113844
0400464;164113845
0400468;164113846
0400475;162624168
0400476;164113847
0400477;164113848
0400478;164113849
0400479;164113850
0400482;164113851
0400483;162624169
0400485;164113852
0400486;164113853
0400487;164113854
0400493;164113855
0400500;164113856
0400506;164113857
0400508;164113858
0400509;164113919
0400511;164113920
0400513;162624172
0400515;164113921
0400516;164113922
0400518;164113923
0400519;164113924
0400523;164113925
0400524;164113926
0400525;164113927
0400526;164113928
0400527;164113929
0400528;164113930
0400529;164113931
0400534;164113932
0400538;164113933
0400544;164113934
0400545;164113935
0400546;164113936
0400549;164113937
0400550;164113938
0400551;164114019
0400552;164114020
0400553;164114021
0400554;164114022
0400555;164114023
0400564;162624177
0400568;164114024
0400569;164114025
0400573;164114026
0400574;164114027
0400575;164114028
0400576;164114029
0400577;164114030
0400578;164114031
0400583;164114032
0400584;164114033
0400585;164114034
0400587;164114035
0400588;164114036
0400592;164114037
0400593;164114038
0400594;164114099
0400599;162624320
0400600;164114100
0400601;164114101
0400603;164114102
0400604;164114103
0400605;164114104
0400606;164114105
0400613;164114106
0400616;164114107
0400617;164114108
0400620;164114109
0400622;164114110
0400633;164114111
0400635;164114112
0400647;164114113
0400657;164114114
0400658;164114115
0400660;164114116
0400664;164114117
0400674;164114118
0400676;164114159
0400690;164114160
0400691;164114161
0400692;164114162
0400694;164114163
0400695;164114164
0400698;164114165
0400704;164114166
0400705;164114167
0400708;164114168
0400709;164114169
0400710;164114170
0400711;164114171
0400712;164114172
0400713;164114173
0400715;164114174
0400717;164114175
0400718;162624332
0400719;164114176
0400720;164114177
0400721;164114178
0400722;164114239
0400723;164114240
0400724;164114241
0400725;164114242
0400726;162624333
0400727;164114243
0400742;162624335
0400752;164114244
0400759;164114245
0400770;164114246
0400775;164114247
0400785;163008459
0400788;164114248
0400789;164114249
0400791;164114250
0400793;163008460
0400794;164114251
0400797;164114252
0400799;164113679
0400800;164113680
0400801;164113681
0400802;164113682
0400803;164113683
0400804;164113684
0400805;164113685
0400806;164113686
0400807;163008461
0400808;164113687
0400809;164113688
0400810;164113689
0400811;164113690
0400812;164113691
0400813;164113692
0400814;164113693
0400815;163008462
0400816;164113694
0400817;164113695
0400818;164113696
0400819;164113697
0400820;164113698
0400821;164113699
0400822;164113700
0400823;163008463
0400824;164113701
0400827;164113702
0400828;164113703
0400829;164113704
0400835;164113705
0400836;164113706
0400837;164113707
0400841;164113708
0400842;164113709
0400845;164113710
0400850;164113711
0400852;164113712
0400853;164113713
0400854;164113714
0400855;164113715
0400856;164113716
0400857;164113717
0400860;163969414
0400861;163969415
0400877;164113718
0400881;164113759
0400882;163008469
0400887;164113760
0400888;164113761
0400889;164113762
0400897;164113763
0400898;164113764
0400899;164113765
0400902;164113766
0400903;164113767
0400915;164113768
0400920;163008473
0400925;164113769
0400926;164113770
0400928;164113771
0400932;163969568
0400934;164113772
0400948;164113773
0400951;164113774
0400952;164113775
0400960;164113776
0400961;164113777
0400962;164113778
0400966;164113859
0400971;163008478
0400980;163008599
0400981;164113860
0400982;164113861
0400983;164113862
0400986;164113863
0400990;164113864
0400991;164113865
0400993;164113866
0400994;164113867
0400997;164113868
0400999;164113869
0401000;164113870
0401001;164113871
0401002;164113872
0401004;164113873
0401012;164113874
0401013;163008602
0401014;164113875
0401015;164113876
0401023;164113877
0401025;164113878
0401027;164113939
0401029;164113940
0401030;163008604
0401031;164113941
0401032;164113942
0401033;164113943
0401034;164113944
0401035;164113945
0401036;164113946
0401037;164113947
0401038;164113948
0401039;164113949
0401049;164113950
0401052;164113951
0401054;164113952
0401061;164113953
0401066;164113954
0401068;164113955
0401073;163969700
0401074;164113956
0401076;164113957
0401080;163008609
0401081;164113958
0401082;164114039
0401087;164114040
0401088;163969701
0401092;164114041
0401102;163008611
0401104;164114042
0401108;164114043
0401109;164114044
0401116;164114045
0401123;164114046
0401124;164114047
0401125;164114048
0401127;164114049
0401132;164114050
0401133;164114051
0401134;164114052
0401135;164114053
0401138;164114054
0401139;164114055
0401144;164114056
0401145;163008615
0401146;164114057
0401147;164114058
0401153;163008616
0401154;164114139
0401156;164114140
0401157;163969710
0401158;164114141
0401161;163008617
0401162;164114142
0401163;164114143
0401164;164114144
0401166;164114145
0401171;164114146
0401174;164114147
0401175;164114148
0401180;164114149
0401183;164114150
0401186;164114151
0401187;164114152
0401189;164114153
0401190;164114154
0401191;164114155
0401193;164114156
0401197;164114157
0401198;164114158
0401199;164114219
0401200;163008741
0401201;164114220
0401202;164114221
0401203;164114222
0401204;164114223
0401211;164114224
0401212;164114225
0401213;164114226
0401219;164114227
0401228;164114228
0401229;164114229
0401230;164114230
0401231;164114231
0401232;164114232
0401233;164114233
0401235;164114234
0401236;164114235
0401238;164114236
0401239;164114237
0401240;164114238
0401241;164114279
0401242;163008745
0401244;164114280
0401245;164114281
0401247;164114282
0401248;164114283
0401257;164114284
0401262;164114285
0401263;164114286
0401264;164114287
0401265;164114288
0401273;164114289
0401277;163008748
0401283;164114290
0401289;164114291
0401293;163008750
0401299;164114292
0401309;164114293
0401313;164114294
0401314;164114295
0401316;164114296
0401318;164114297
0401320;164114298
0401321;164114339
0401322;164114340
0401325;164114341
0401326;164114342
0401327;164114343
0401328;164114344
0401329;164114345
0401330;164114346
0401331;163008754
0401332;164114347
0401333;164114348
0401335;164114349
0401336;164114350
0401337;164114351
0401339;164114352
0401345;164114353
0401349;164114354
0401351;164114355
0401352;164114356
0401353;164114357
0401354;164114358
0401357;164114399
0401361;164114400
0401362;164114401
0401363;164114402
0401364;164114403
0401367;164114404
0401368;164114405
0401369;164114406
0401370;164114407
0401371;164114408
0401374;163008758
0401375;164114409
0401376;164114410
0401378;164114411
0401379;164114412
0401380;164114413
0401382;163008899
0401400;164114414
0401401;164114415
0401402;164114416
0401414;164114417
0401415;164114418
0401416;164114459
0401422;164114460
0401436;164114461
0401437;164114462
0401438;164114463
0401439;163008904
0401441;164114464
0401446;164114465
0401447;163008905
0401449;164114466
0401454;164114467
0401455;163008906
0401456;164114468
0401457;164114469
0401459;164114470
0401463;163008907
0401469;164114471
0401470;164114472
0401471;163008908
0401472;164114473
0401473;164114474
0401475;164114475
0401476;164114476
0401477;164114477
0401483;164114478
0401485;164114519
0401492;164114520
0401494;164114521
0401495;164114522
0401496;164114523
0401499;164114524
0401500;164114525
0401501;163008911
0401504;164114526
0401505;164114527
0401509;164114528
0401510;163008912
0401516;164114529
0401519;164114530
0401521;164114531
0401522;164114532
0401523;164114533
0401524;164114534
0401525;164114535
0401526;164114536
0401527;164114537
0401531;164114538
0401532;164114559
0401537;164114560
0401538;164114561
0401539;164114562
0401540;164114563
0401541;164114564
0401542;164113779
0401544;163008915
0401545;164113780
0401546;164113781
0401547;164113782
0401548;164113783
0401549;164113784
0401550;164113785
0401558;164113786
0401559;164113787
0401560;163008917
0401572;164113788
0401573;164113789
0401579;163008918
0401580;164113790
0401581;164113791
0401582;164113792
0401584;164113793
0401585;164113794
0401586;164113795
0401590;164113796
0401592;164113797
0401593;164113798
0401594;164113879
0401595;163009020
0401596;164113880
0401597;164113881
0401598;164113882
0401599;164113883
0401600;164113884
0401605;164113885
0401610;164113886
0401615;164113887
0401621;164113888
0401623;164113889
0401625;163009023
0401626;164113890
0401627;164113891
0401629;164113892
0401631;164113893
0401637;164113894
0401641;163009025
0401643;164113895
0401644;164113896
0401645;164113897
0401646;164113898
0401648;164113959
0401653;164113960
0401654;164113961
0401656;164113962
0401662;164113963
0401663;164113964
0401664;164113965
0401665;164113966
0401666;164113967
0401667;164113968
0401668;163009027
0401669;164113969
0401676;163009028
0401677;164113970
0401685;164113971
0401687;164113972
0401688;164113973
0401689;164113974
0401690;164113975
0401691;164113976
0401692;163009030
0401693;164113977
0401694;164113978
0401695;164114059
0401696;164114060
0401699;164114061
0401700;164114062
0401705;164114063
0401712;164114064
0401713;164114065
0401715;164114066
0401716;164114067
0401718;164114068
0401724;164114069
0401725;164114070
0401727;164114071
0401728;164114072
0401729;164114073
0401732;164114074
0401739;164114075
0401741;164114076
0401744;164114077
0401745;164114078
0401755;164114119
